mHistId,dHistId,cAbbreviation,mId,mLongName,mShortName,mEntryMode,mStatus,mAdmissionNumber,mAdmissionMode,mAdmissionDate,mAbolitionNumber,mAbolitionMode,mAbolitionDate,mDateOfChange
10183,10166,GR,3662,Flerden,Flerden,Municipality,1,1000,First-time registration,1960-01-01,2021,Reassignment to other d/c,2000-12-31,2000-12-31
10184,10166,GR,3661,Cazis,Cazis,Municipality,1,1000,First-time registration,1960-01-01,2020,Reassignment to other d/c,2000-12-31,2000-12-31
10185,10166,GR,3652,Tenna,Tenna,Municipality,1,1000,First-time registration,1960-01-01,2019,Reassignment to other d/c,2000-12-31,2000-12-31
10186,10166,GR,3651,Safien,Safien,Municipality,1,1000,First-time registration,1960-01-01,2018,Reassignment to other d/c,2000-12-31,2000-12-31
10187,10166,GR,3642,Tumegl/Tomils,Tumegl/Tomils,Municipality,1,1000,First-time registration,1960-01-01,2017,Reassignment to other d/c,2000-12-31,2000-12-31
10188,10166,GR,3641,Trans,Trans,Municipality,1,1000,First-time registration,1960-01-01,2016,Reassignment to other d/c,2000-12-31,2000-12-31
10189,10166,GR,3640,Sils im Domleschg,Sils im Domleschg,Municipality,1,1000,First-time registration,1960-01-01,2015,Reassignment to other d/c,2000-12-31,2000-12-31
10190,10166,GR,3639,Scheid,Scheid,Municipality,1,1000,First-time registration,1960-01-01,2014,Reassignment to other d/c,2000-12-31,2000-12-31
10191,10166,GR,3638,Scharans,Scharans,Municipality,1,1000,First-time registration,1960-01-01,2013,Reassignment to other d/c,2000-12-31,2000-12-31
10192,10166,GR,3637,Rothenbrunnen,Rothenbrunnen,Municipality,1,1000,First-time registration,1960-01-01,2012,Reassignment to other d/c,2000-12-31,2000-12-31
10193,10166,GR,3636,Rodels,Rodels,Municipality,1,1000,First-time registration,1960-01-01,2011,Reassignment to other d/c,2000-12-31,2000-12-31
10194,10166,GR,3664,Portein,Portein,Municipality,1,1000,First-time registration,1960-01-01,2023,Reassignment to other d/c,2000-12-31,2000-12-31
10195,10166,GR,3634,Paspels,Paspels,Municipality,1,1000,First-time registration,1960-01-01,2009,Reassignment to other d/c,2000-12-31,2000-12-31
10196,10166,GR,3665,Präz,Präz,Municipality,1,1000,First-time registration,1960-01-01,2024,Reassignment to other d/c,2000-12-31,2000-12-31
10197,10166,GR,3632,Feldis/Veulden,Feldis/Veulden,Municipality,1,1000,First-time registration,1960-01-01,2007,Reassignment to other d/c,2000-12-31,2000-12-31
10198,10166,GR,3631,Almens,Almens,Municipality,1,1000,First-time registration,1960-01-01,2006,Reassignment to other d/c,2000-12-31,2000-12-31
10199,10193,GR,3616,Waltensburg/Vuorz,Waltensburg/Vuorz,Municipality,1,1000,First-time registration,1960-01-01,2005,Reassignment to other d/c,2000-12-31,2000-12-31
10200,10193,GR,3615,Siat,Siat,Municipality,1,1000,First-time registration,1960-01-01,2004,Reassignment to other d/c,2000-12-31,2000-12-31
10201,10193,GR,3614,Rueun,Rueun,Municipality,1,1000,First-time registration,1960-01-01,2003,Reassignment to other d/c,2000-12-31,2000-12-31
10202,10107,FR,2047,Villeneuve (FR),Villeneuve (FR),Municipality,1,1000,First-time registration,1960-01-01,3459,Abolition,2016-12-31,2016-12-31
10203,10193,GR,3612,Obersaxen,Obersaxen,Municipality,1,1000,First-time registration,1960-01-01,2001,Reassignment to other d/c,2000-12-31,2000-12-31
10204,10193,GR,3611,Andiast,Andiast,Municipality,1,1000,First-time registration,1960-01-01,2000,Reassignment to other d/c,2000-12-31,2000-12-31
10205,10193,GR,3606,Vrin,Vrin,Municipality,1,1000,First-time registration,1960-01-01,1999,Reassignment to other d/c,2000-12-31,2000-12-31
10206,10015,VD,5414,Villeneuve (VD),Villeneuve (VD),Municipality,1,1000,First-time registration,1960-01-01,2352,Reassignment to other d/c,2006-08-31,2006-08-31
10207,10067,BE,448,Villeret,Villeret,Municipality,1,1000,First-time registration,1960-01-01,2794,Reassignment to other d/c,2009-12-31,2009-12-31
10208,10193,GR,3603,Vals,Vals,Municipality,1,1000,First-time registration,1960-01-01,1996,Reassignment to other d/c,2000-12-31,2000-12-31
10209,10193,GR,3601,Tersnaus,Tersnaus,Municipality,1,1000,First-time registration,1960-01-01,1994,Reassignment to other d/c,2000-12-31,2000-12-31
10210,10166,GR,3635,Pratval,Pratval,Municipality,1,1000,First-time registration,1960-01-01,2010,Reassignment to other d/c,2000-12-31,2000-12-31
10211,10184,GR,3703,Casti-Wergenstein,Casti-Wergenstein,Municipality,1,1000,First-time registration,1960-01-01,2038,Reassignment to other d/c,2000-12-31,2000-12-31
10212,10162,GR,3732,Flims,Flims,Municipality,1,1000,First-time registration,1960-01-01,2052,Reassignment to other d/c,2000-12-31,2000-12-31
10213,10162,GR,3731,Felsberg,Felsberg,Municipality,1,1000,First-time registration,1960-01-01,2051,Reassignment to other d/c,2000-12-31,2000-12-31
10214,10162,GR,3723,Rhäzüns,Rhäzüns,Municipality,1,1000,First-time registration,1960-01-01,2050,Reassignment to other d/c,2000-12-31,2000-12-31
10215,10162,GR,3722,Domat/Ems,Domat/Ems,Municipality,1,1000,First-time registration,1960-01-01,2049,Reassignment to other d/c,2000-12-31,2000-12-31
10216,10162,GR,3721,Bonaduz,Bonaduz,Municipality,1,1000,First-time registration,1960-01-01,2048,Reassignment to other d/c,2000-12-31,2000-12-31
10217,10184,GR,3712,Zillis-Reischen,Zillis-Reischen,Municipality,1,1000,First-time registration,1960-01-01,2047,Reassignment to other d/c,2000-12-31,2000-12-31
10218,10184,GR,3711,Rongellen,Rongellen,Municipality,1,1000,First-time registration,1960-01-01,2046,Reassignment to other d/c,2000-12-31,2000-12-31
10219,10184,GR,3710,Pignia,Pignia,Municipality,1,1000,First-time registration,1960-01-01,2045,Reassignment to other d/c,2000-12-31,2000-12-31
10220,10184,GR,3709,Patzen-Fardün,Patzen-Fardün,Municipality,1,1000,First-time registration,1960-01-01,2044,Reassignment to other d/c,2000-12-31,2000-12-31
10221,10184,GR,3708,Mathon,Mathon,Municipality,1,1000,First-time registration,1960-01-01,2043,Reassignment to other d/c,2000-12-31,2000-12-31
10222,10184,GR,3707,Lohn (GR),Lohn (GR),Municipality,1,1000,First-time registration,1960-01-01,2042,Reassignment to other d/c,2000-12-31,2000-12-31
10223,10184,GR,3706,Innerferrera,Innerferrera,Municipality,1,1000,First-time registration,1960-01-01,2041,Reassignment to other d/c,2000-12-31,2000-12-31
10224,10166,GR,3663,Masein,Masein,Municipality,1,1000,First-time registration,1960-01-01,2022,Reassignment to other d/c,2000-12-31,2000-12-31
10225,10184,GR,3704,Clugin,Clugin,Municipality,1,1000,First-time registration,1960-01-01,2039,Reassignment to other d/c,2000-12-31,2000-12-31
10226,10172,SG,3231,Au (SG),Au (SG),Municipality,1,1000,First-time registration,1960-01-01,2191,Reassignment to other d/c,2002-12-31,2002-12-31
10227,10184,GR,3702,Ausserferrera,Ausserferrera,Municipality,1,1000,First-time registration,1960-01-01,2037,Reassignment to other d/c,2000-12-31,2000-12-31
10228,10184,GR,3701,Andeer,Andeer,Municipality,1,1000,First-time registration,1960-01-01,2036,Reassignment to other d/c,2000-12-31,2000-12-31
10229,10184,GR,3695,Sufers,Sufers,Municipality,1,1000,First-time registration,1960-01-01,2035,Reassignment to other d/c,2000-12-31,2000-12-31
10230,10184,GR,3694,Splügen,Splügen,Municipality,1,1000,First-time registration,1960-01-01,2034,Reassignment to other d/c,2000-12-31,2000-12-31
10231,10184,GR,3693,Nufenen,Nufenen,Municipality,1,1000,First-time registration,1960-01-01,2033,Reassignment to other d/c,2000-12-31,2000-12-31
10232,10184,GR,3692,Medels im Rheinwald,Medels im Rheinwald,Municipality,1,1000,First-time registration,1960-01-01,2032,Reassignment to other d/c,2000-12-31,2000-12-31
10233,10184,GR,3691,Hinterrhein,Hinterrhein,Municipality,1,1000,First-time registration,1960-01-01,2031,Reassignment to other d/c,2000-12-31,2000-12-31
10234,10184,GR,3681,Avers,Avers,Municipality,1,1000,First-time registration,1960-01-01,2030,Reassignment to other d/c,2000-12-31,2000-12-31
10235,10166,GR,3670,Urmein,Urmein,Municipality,1,1000,First-time registration,1960-01-01,2029,Reassignment to other d/c,2000-12-31,2000-12-31
10236,10166,GR,3669,Tschappina,Tschappina,Municipality,1,1000,First-time registration,1960-01-01,2028,Reassignment to other d/c,2000-12-31,2000-12-31
10237,10166,GR,3668,Thusis,Thusis,Municipality,1,1000,First-time registration,1960-01-01,2027,Reassignment to other d/c,2000-12-31,2000-12-31
10238,10166,GR,3667,Tartar,Tartar,Municipality,1,1000,First-time registration,1960-01-01,2026,Reassignment to other d/c,2000-12-31,2000-12-31
10239,10166,GR,3666,Sarn,Sarn,Municipality,1,1000,First-time registration,1960-01-01,2025,Reassignment to other d/c,2000-12-31,2000-12-31
10240,10184,GR,3705,Donath,Donath,Municipality,1,1000,First-time registration,1960-01-01,2040,Reassignment to other d/c,2000-12-31,2000-12-31
10241,10121,NE,9155,Lac de Neuchâtel (NE),Lac de Neuchâtel (NE),Cantonal part of lake,1,1000,First-time registration,1960-01-01,3928,Reassignment to other d/c,2017-12-31,2017-12-31
10242,10076,ZH,181,Wila,Wila,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10243,10113,SZ,9216,Sihlsee,Sihlsee,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10244,10110,NW,9184,Vierwaldstättersee (NW),Vierwaldstättersee (NW),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10245,10070,OW,9183,Vierwaldstättersee (OW),Vierwaldstättersee (OW),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10246,10113,SZ,9182,Vierwaldstättersee (SZ),Vierwaldstättersee (SZ),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10247,10061,UR,9181,Vierwaldstättersee (UR),Vierwaldstättersee (UR),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10248,10134,LU,9180,Vierwaldstättersee (LU),Vierwaldstättersee (LU),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10249,10108,ZG,9178,Zugersee (ZG),Zugersee (ZG),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10250,10113,SZ,9177,Zugersee (SZ),Zugersee (SZ),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10251,10134,LU,9176,Zugersee (LU),Zugersee (LU),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10252,10126,AG,9174,Hallwilersee (AG),Hallwilersee (AG),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10253,10134,LU,9173,Hallwilersee (LU),Hallwilersee (LU),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10254,10109,GL,9268,Walensee (GL),Walensee (GL),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10255,10134,LU,9157,Baldeggersee,Baldeggersee,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10256,10127,SG,9269,Walensee (SG),Walensee (SG),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10257,10168,VD,9154,Lac de Neuchâtel (VD),Lac de Neuchâtel (VD),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10258,10129,FR,9153,Lac de Neuchâtel (FR),Lac de Neuchâtel (FR),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10259,10200,BE,9152,Lac de Neuchâtel (BE),Lac de Neuchâtel (BE),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10260,10121,NE,9150,Bielersee / Lac de Bienne (NE),Lac de Bienne (NE),Cantonal part of lake,1,1000,First-time registration,1960-01-01,3929,Reassignment to other d/c,2017-12-31,2017-12-31
10261,10200,BE,9149,Bielersee / Lac de Bienne (BE),Bielersee (BE),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10262,10200,BE,9089,Brienzersee,Brienzersee,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10263,10200,BE,9073,Thunersee,Thunersee,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10264,10127,SG,9053,Zürichsee (SG),Zürichsee (SG),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10265,10113,SZ,9052,Zürichsee (SZ),Zürichsee (SZ),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10266,10199,ZH,9051,Zürichsee (ZH),Zürichsee (ZH),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10267,10199,ZH,9040,Greifensee,Greifensee,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10268,10081,ZH,71,Wil (ZH),Wil (ZH),Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10269,10009,TG,4838,Weiningen (TG),Weiningen (TG),Municipality,1,1000,First-time registration,1960-01-01,1861,Abolition,1994-12-31,1994-12-31
10270,10134,LU,9163,Sempachersee,Sempachersee,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10272,10172,SG,3233,Berneck,Berneck,Municipality,1,1000,First-time registration,1960-01-01,2193,Reassignment to other d/c,2002-12-31,2002-12-31
10273,10069,BE,394,Wengi,Wengi,Municipality,1,1000,First-time registration,1960-01-01,2865,Reassignment to other d/c,2009-12-31,2009-12-31
10274,10066,LU,1009,Werthenstein,Werthenstein,Municipality,1,1000,First-time registration,1960-01-01,3378,Reassignment to other d/c,2012-12-31,2012-12-31
10275,10025,AG,4045,Wettingen,Wettingen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10276,10010,TG,4740,Wetzikon (TG),Wetzikon (TG),Municipality,1,1000,First-time registration,1960-01-01,1860,Abolition,1994-12-31,1994-12-31
10277,10079,ZH,121,Wetzikon (ZH),Wetzikon (ZH),Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10278,10024,AG,4081,Widen,Widen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10279,10074,ZH,229,Wiesendangen,Wiesendangen,Municipality,1,1000,First-time registration,1960-01-01,3410,Abolition,2013-12-31,2013-12-31
10280,10010,TG,4766,Wiezikon,Wiezikon,Municipality,1,1000,First-time registration,1960-01-01,1895,Abolition,1996-12-31,1996-12-31
10281,10008,TG,4954,Wigoltingen,Wigoltingen,Municipality,1,1000,First-time registration,1960-01-01,1872,Change of area,1994-12-31,1994-12-31
10282,10062,LU,1147,Wikon,Wikon,Municipality,1,1000,First-time registration,1960-01-01,3369,Reassignment to other d/c,2012-12-31,2012-12-31
10283,10021,AG,4180,Wil (AG),Wil (AG),Municipality,1,1000,First-time registration,1960-01-01,3170,Abolition,2009-12-31,2009-12-31
10284,10070,OW,9239,Sarnersee,Sarnersee,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10286,10086,SH,2974,Wilchingen,Wilchingen,Municipality,1,1000,First-time registration,1960-01-01,2314,Change of area,2004-12-31,2004-12-31
10287,10187,GE,9760,Lac Léman (GE),Lac Léman (GE),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10288,10135,VS,9759,Lac Léman (VS),Lac Léman (VS),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10289,10168,VD,9758,Lac Léman (VD),Lac Léman (VD),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10290,10168,VD,9751,Lac de Joux,Lac de Joux,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10291,10112,TI,9711,Lago Maggiore,Lago Maggiore,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10292,10112,TI,9710,"Lago di Lugano (ohne Campione, I)",Lago di Lugano (o.Camp.),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10293,10148,TG,9329,Bodensee (TG),Bodensee (TG),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10294,10127,SG,9328,Bodensee (SG),Bodensee (SG),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10295,10128,SH,9327,Bodensee (SH),Bodensee (SH),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10296,10168,VD,9296,Murtensee / Lac de Morat (VD),Lac de Morat (VD),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10297,10129,FR,9295,Murtensee / Lac de Morat (FR),Murtensee (FR),Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10298,10129,FR,9276,Lac de la Gruyère / Greyerzersee,Lac de la Gruyère,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10299,10108,ZG,9270,Aegerisee,Aegerisee,Cantonal part of lake,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10301,10022,AG,4147,Zetzwil,Zetzwil,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10302,10003,TI,5238,C'za Corticiasca/Valcolla,C'za Corticiasca/Valcol.,Area not allocated to mun.,1,1000,First-time registration,1960-01-01,2290,Formal renumbering,2003-12-31,2003-12-31
10303,10025,AG,4048,Würenlos,Würenlos,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10304,10072,BE,345,Wynau,Wynau,Municipality,1,1000,First-time registration,1960-01-01,2911,Reassignment to other d/c,2009-12-31,2009-12-31
10305,10083,BE,424,Wynigen,Wynigen,Municipality,1,1000,First-time registration,1960-01-01,2961,Reassignment to other d/c,2009-12-31,2009-12-31
10306,10046,VD,5655,Yens,Yens,Municipality,1,1000,First-time registration,1960-01-01,2520,Reassignment to other d/c,2006-08-31,2006-08-31
10307,10036,VD,5939,Yvonand,Yvonand,Municipality,1,1000,First-time registration,1960-01-01,2716,Reassignment to other d/c,2006-08-31,2006-08-31
10308,10015,VD,5415,Yvorne,Yvorne,Municipality,1,1000,First-time registration,1960-01-01,2353,Reassignment to other d/c,2006-08-31,2006-08-31
10309,10021,AG,4183,Zeihen,Zeihen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10310,10018,AG,4263,Zeiningen,Zeiningen,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10311,10062,LU,1150,Zell (LU),Zell (LU),Municipality,1,1000,First-time registration,1960-01-01,3370,Reassignment to other d/c,2012-12-31,2012-12-31
10312,10074,ZH,231,Zell (ZH),Zell (ZH),Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10313,10104,FR,2232,Zénauva,Zénauva,Municipality,1,1000,First-time registration,1960-01-01,2169,Abolition,2002-12-31,2002-12-31
10314,10058,SZ,1323,Wollerau,Wollerau,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
10315,10180,VS,6300,Zermatt,Zermatt,Municipality,1,1000,First-time registration,1960-01-01,NA,NA,NA,1960-01-01
